聖_天使,0.062
大_鼻,0.064
真正_人,-0.009
小_球,-0.078
敏感_肌膚,-0.037
自然_秋,-0.026
原_風景,-0.078
大_光圈,0.040
小_尾,-0.158
正_民,0.052
多彩_世界,0.003
大_圈,0.115
原_味,-0.124
斜_色光,0.281
老_别墅,0.021
和平_抗議,0.031
深_春,0.025
老_女人,0.021
漂亮_女生,0.238
小_草莓,-0.078
传统_灯笼,0.062
小_庭,-0.156
老_住宅,0.021
自然_紋理,-0.053
最好_風景,0.045
美丽_爱,0.579
自然_海,-0.058
不同_世界,0.009
金_寺,0.251
现代_装饰,0.018
小_旅行,-0.078
原_谷,-0.031
性感_裝,0.391
好_太郎,0.228
开心_女孩,0.401
不错_背景,0.505
不良_示範,-0.164
小_蜜月,-0.156
低_光,-0.277
動_人,0.260
旧_体育场,0.021
小_眼睛,-0.156
小_西瓜,-0.078
自然_植物,-0.026
小_岳,-0.078
纯_丝,0.033
老_唱片,0.061
老式_建築,0.021
好_人家,0.228
巨_城,0.070
大_版,0.040
自然_花卉,-0.026
自然_公园,-0.026
好_料理,0.455
小_瓜,-0.078
彩色_氣球,-0.031
平凡_生活,0.012
小_哀,-0.078
可爱_动物,0.160
空_人,0.070
好_感情,0.689
酷_男人,0.066
好_味道,0.531
小_米粒,-0.160
快乐_家庭,0.199
粗_粒子,-0.092
好_格,0.228
人工_水池,-0.104
私人_用品,0.025
浪漫_女孩,0.081
冷_茶,-0.091
健康_生活,0.214
古_流,-0.004
金_灣,0.247
小_葡萄,-0.078
寂寞_城市,-0.028
大_魔王,0.046
小_派,-0.205
好看_衣服,0.252
漂亮_媽咪,-0.008
真_世界,0.060
自然_公園,-0.026
大_广场,0.103
自然_写真,-0.053
杂_拍,0.016
幸福_婚禮,0.199
大_晴,0.330
现代_都市,0.018
好_悶,0.455
老_宅,0.021
甜美_笑容,0.155
大_院,0.042
天真_笑容,0.101
真实_价值,0.210
小_人物,-0.222
大_遊戲,0.046
欢乐_家庭,0.199
好_心情,0.228
感动_瞬间,0.140
大_石雕,0.040
空_木,0.070
私人_教練,0.050
旧_市,0.021
胖_仔,0.099
金_像,0.087
好_世界,0.228
小_書,-0.056
小_善,-0.156
小_文,-0.111
小小_人,-0.056
前_影,-0.043
性感_女僕,0.391
好_地方,0.235
美好_花生,0.070
高_路,0.025
神秘_海岸,-0.019
性感_女郎,0.394
民主_法治,0.004
好_還,0.228
和平_工業區,0.052
小_兄妹,-0.054
大_蛋糕,0.046
幸福_婚礼,0.199
自然_光,-0.053
有趣_人,0.070
主_街,0.024
老_茶,0.021
闷热_天气,-0.039
假_人,-0.124
好_棒,0.114
老_区,0.086
濕_背,-0.002
原_风景,-0.078
不同_角度,0.009
大_盃,0.048
小小_書房,-0.111
漂亮_眼睛,-0.008
小_天使,-0.111
小_星,-0.111
大_心,0.108
好吃_蛋糕,0.531
自然_生活,-0.026
老_咖啡,0.021
金色_水,0.250
自在_生活,0.066
老_电话,0.021
特別_日子,0.006
自然_素材,-0.026
美好_世界,0.262
老_墙,0.043
巨大_仏,-0.008
可爱_狗,0.320
好_天氣,0.228
旧_货,-0.039
黑暗_人,-0.062
性感_衣服,0.196
好_孕,0.228
小_料理,-0.078
金_茶,0.123
大_組,0.040
专业_水准,0.006
可爱_孩子,0.160
小_自由,-0.156
漂亮_人,0.238
健_人,0.214
好_歌曲,0.228
秘密_任務,0.006
小_猴子,-0.056
妙_秋,0.281
好吃_早餐,0.266
大_彩虹,0.046
传统_服饰,0.062
小_皮,-0.078
低_卡,-0.139
好_女孩,0.458
大_日,0.055
无聊_系列,-0.031
惊_人,0.938
小_蛋,-0.078
天然_橋,-0.026
大_兔子,0.023
现代_画,0.018
小_任,-0.078
小_园,-0.078
高_人,0.328
好_评,0.325
好_环境,0.228
大_尾,0.046
冷_天,-0.091
正常_版,-0.002
浪漫_情侣,0.039
小_期,-0.156
旧_山,0.021
巨_象,0.070
小_朋,-0.078
冷_夜,-0.201
小_鼻,-0.156
纯_善,0.033
平和_村,0.031
大_文字,0.040
无量_光,-0.055
孤独_城市,-0.028
平常_生活,0.012
婚前_健診,0.141
老_馆,0.021
金_樓,0.123
大型_佛像,0.040
普通_食物,0.008
香_咖啡,0.274
大_池,0.082
晴_心情,0.125
好_機,0.228
大型_酒店,0.040
老_妹,0.046
熟_男,0.009
大_仔,0.023
小_杯,-0.156
流行_資訊,0.058
大_狗,0.046
大_寿司,0.115
传统_建筑,0.062
假_花,-0.208
好_花,0.502
好_窩,0.455
大_撮,0.080
空_族,0.070
小_作品,-0.156
老_茶馆,0.021
短_項鍊,-0.076
老_文化,0.099
可爱_猫,0.160
自然_风景,-0.026
柔_雪,-0.009
老_房子,0.021
蜿蜒_道路,-0.004
美丽_生活,0.481
小_公園,-0.078
人工_香精,-0.104
健康_家族,0.214
不错_感觉,0.455
大_波,0.048
著名_音樂家,0.070
好_健康,0.650
小_小孩,-0.078
著名_演員,0.094
可爱_儿子,0.160
女_青年,0.009
幸福_世界,0.199
古_灯,-0.008
古_乐器,-0.005
迷人_笑容,0.368
假_公園,-0.194
坏_狗,-0.643
小_玫瑰,-0.056
天然_岩,-0.053
老_汽水,0.021
好_食慾,0.455
古老_傳說,-0.004
无聊_产物,-0.031
小_菊花,-0.078
高_舞台,0.057
洋_果子,-0.082
老_图,0.021
旧_字,0.021
漂亮_天空,0.238
老_書,0.021
高_湖泊,0.025
老_電話,0.021
小_半天,-0.078
二手_書,0.021
老_店,0.086
瘦小_腿,0.066
神奇_地方,-0.031
小_盆栽,-0.078
好_海,0.455
小小_花園,-0.056
大_公園,0.115
古_村落,-0.004
美丽_女子,0.238
甜_梅,0.070
可爱_同事,0.320
自然_系,-0.053
好吃_食物,0.531
自然_鳥,-0.066
好_演出,0.228
民主_運動,0.115
幸福_山,0.199
大_桐,0.115
大_舞台,0.054
不明_物体,-0.240
浪漫_公主,0.039
天然_谷,-0.026
好_料,0.228
大_佛像,0.023
自然_水,-0.053
老_虾,0.021
善_光,0.495
好_背景,0.457
老_木屋,0.029
好_文,0.228
迷_子,-0.330
自然_花,-0.026
冷_天气,-0.091
老_明信片,0.021
小_公主,-0.056
长_图,-0.053
好_日,0.464
小_草地,-0.078
琐碎_生活,-0.062
古_潭,-0.004
平凡_日子,0.017
小_環島,-0.078
精彩_人生,0.566
小_蛋糕,-0.161
古_溝,-0.004
小_夜,-0.129
旧_码头,0.021
小_愛,-0.111
古_床,0.045
自然_景色,-0.053
古_建築,-0.004
古典_舞蹈,0.022
深_草,0.025
古_溪,0.021
高_女,0.025
旧_片,0.021
有害_物質,0.024
黑暗_边缘,-0.089
旧_船,0.021
好_味,0.531
大_公主,0.103
古老_街道,-0.004
芳香_植物,0.031
美_少女,0.480
神秘_道路,-0.019
小小_手,-0.056
原_天,-0.010
模糊_記憶,-0.156
幸福_家庭,0.199
大_牌,0.092
自由_研究,0.057
老_弄堂,0.021
神奇_小巷,-0.031
有趣_遊戲,0.141
好_喜歡,0.463
大_成功,0.346
大_骨,0.046
重要_信息,0.222
快乐_飞翔,0.199
自然_田,-0.026
老_艋舺,0.021
古_运河,-0.138
好_咖,0.228
自然_風景,-0.026
普通_建筑,0.004
古_港,0.021
坏_小子,-0.464
传统_服装,0.062
大_同志,0.115
成熟_大人,0.009
未來_生活,0.012
小_女人,-0.056
重要_文化,0.110
精湛_演出,0.383
正_景,0.104
小_嬰兒,-0.078
空_家,0.070
小_姿,-0.203
真_天,0.130
小_房子,-0.078
大_壽司,0.115
好_操,0.228
老_饭店,0.021
古_书,0.021
卑鄙_手段,-0.138
快乐_女孩,0.401
虚假_新闻,-0.388
好_微笑,0.471
新潮_雜誌,0.125
珍稀_品種,-0.117
老_街道,0.046
金_面,0.247
好_老闆,0.228
大_剧院,0.103
美丽_人,0.238
漂亮_女孩,-0.008
可爱_人,0.160
乾_物,-0.135
可爱_小孩,0.160
大_祭,0.103
暖_心,0.082
小_手,-0.078
光明_分子,0.009
大_楓,0.040
重_道,-0.013
天然_岩場,-0.031
老_公寓,0.021
自然_部落,-0.026
寂寞_公路,-0.028
高_灯籠,0.025
健康_身体,0.214
这样_生活,-0.016
老_梦,0.111
自然_景观,-0.069
美丽_风景,0.238
自然_景觀,-0.069
小_剧场,-0.056
自然_農莊,-0.026
可怕_人,-0.196
高_竹,0.025
晴朗_天空,0.084
自然_湖,-0.026
古_文化,-0.008
野生_植物,-0.021
好_迷,0.228
天真_小孩,0.089
超級_月亮,0.097
幸福_人生,0.402
小小_外甥,-0.056
旧_建筑,0.021
好_風景,0.455
幸福_生活,0.402
可爱_婴儿,0.160
大_廣場,0.103
中_世界,-0.282
大_城堡,0.103
小_可乐,-0.078
自然_景,-0.053
自然_世界,-0.094
小_水珠,-0.078
大_根,0.040
古_钟,-0.008
现代_雕塑,0.018
孤独_树,-0.028
幸福_新人,0.398
大_劇院,0.103
高_草,0.025
最好_医院,0.061
好_食物,0.455
好_丘,0.228
好_音樂,0.608
阴暗_面,-0.104
旧_道,0.021
快乐_儿童,0.199
小_天才,-0.111
二手_書店,0.021
好_鹹,0.476
空_夕,0.070
好_精神,0.494
渺小_人,0.062
金色_浪花,0.123
甜_家,0.146
舒服_天氣,0.031
神奇_世界,-0.031
慢_歌,-0.031
大_美女,0.349
正面_力量,0.113
笨_牛,-0.120
辣_菜,-0.058
小_步,-0.078
善良_牧羊人,0.228
小_卡,-0.156
小_毛毛,-0.078
小_本子,-0.078
健康_女性,0.214
贫困_地区,-0.181
天然_木,-0.026
甜美_人,0.070
天真_女孩,0.088
老_外灘,0.021
空_秋,0.070
普通_朋友,-0.041
完美_演出,0.459
非凡_婚紗,0.044
小_家,-0.156
永久_會址,-0.196
老_屋,0.021
好_店,0.228
私_人,0.016
高_叶,0.025
好_米,0.228
小_珍珠,-0.156
自然_木,-0.026
好_春天,0.228
大_斷層,0.080
胖胖_貓,0.197
自然_材,-0.026
老_建築,0.021
老_城市,0.021
小_風景,-0.172
精彩_演出,0.281
幸福_小孩,0.402
大_郡,0.103
大_波浪,0.048
性感_少女,0.196
大_食,0.229
大_集合,0.040
小_台,-0.078
好_夥伴,0.228
好_車,0.228
小_口,-0.078
小_班,-0.078
古_池,-0.004
空_冬,0.070
