gouden_water,0.250
schoon_water,0.120
historische_gevelreclame,-0.037
jonge_duinen,0.009
ecologische_tuin,-0.035
licht_kind,-0.014
rijdende_auto,0.065
concrete_training,0.269
oude_begraafplaats,0.021
oude_meesters,0.184
koninklijk_museum,0.029
samen_oplopen,0.205
oud_kanaal,0.021
creatieve_economie,0.070
oude_vrouw,0.021
lange_poten,-0.042
zonnige_winterdag,0.125
meer_water,-0.250
heilige_maria,0.062
blijde_verwachting,-0.133
speciaal_transport,0.021
oude_dok,0.021
creatief_ondernemen,0.035
nat_zand,-0.002
gulden_ster,0.249
laatste_klant,-0.034
hele_wereld,-0.094
natuurlijk_licht,-0.053
wild_moment,-0.043
jonge_vrouw,0.009
moderne_schilderijen,0.018
grote_belangstelling,0.233
vrijstaande_woning,-0.043
gewoon_sneeuwklokje,0.199
oude_kat,0.043
plechtige_communie,0.070
droge_voeten,-0.057
lege_glazen,0.070
philharmonisch_orkest,-0.004
oude_zwemdok,0.030
makkelijk_scoren,0.096
lang_spoor,-0.021
oud_doel,0.047
bange_kat,-0.010
vrolijk_kind,0.402
gouden_engel,0.251
grote_tas,0.080
oude_dag,0.021
lange_snavel,-0.050
tropische_vissen,-0.021
middeleeuws_kasteel,-0.003
stenen_molen,0.008
oude_tol,0.021
historische_rijtuigen,0.035
leuke_vrouwen,0.160
mooi_stel,0.477
grote_wagens,0.023
lege_kolentrein,0.094
seksueel_misbruik,0.068
mooi_land,0.238
open_dagen,-0.053
grote_dag,0.055
traditionele_dans,0.062
goed_doel,0.125
oude_paarden,0.021
super_cadeau,0.630
koninklijke_tichelaar,0.029
oude_tijden,-0.008
oud_medewerkers,-0.010
historisch_centrum,0.071
romantische_muziek,0.981
warme_zomer,0.017
gemengde_gevoelens,-0.023
generale_repetitie,0.015
modern_sprookje,-0.027
duurzame_energie,0.289
sexy_carnaval,0.891
jonge_amazone,0.023
oude_bomen,0.021
wilde_staking,-0.094
werkende_mannen,0.008
dolle_baas,0.004
gouden_eeuw,0.123
oude_willem,0.021
rot_licht,-0.250
halve_marathon,-0.024
koud_ijs,-0.216
mooie_glimlach,1.993
oude_kerk,0.021
klein_meisje,-0.111
koninklijke_luchtmacht,0.045
katholieke_kerk,0.098
mooi_gebouw,0.252
moderne_dans,0.018
gouden_munten,-0.004
muzikaal_sprookje,0.037
dik_water,-0.002
wilde_kat,-0.094
bekende_hagenees,0.125
goed_onderhouden,0.987
open_hart,-0.106
interactieve_rondleiding,0.031
historische_trein,0.035
liberale_vakbond,0.057
laatste_jaar,-0.034
historische_gebouwen,0.035
grauwe_ganzen,-0.125
werkende_mensen,0.008
lekker_ijs,0.233
elektrisch_materieel,0.004
lekker_eten,0.455
werkende_klasse,0.071
klein_windhoek,-0.101
grove_iphone,-0.217
magnetisch_veld,0.064
achterstallig_onderhoud,-0.062
zwangere_buik,-0.039
open_monumentendag,-0.053
religieus_erfgoed,-0.020
oude_tram,0.021
brede_interesses,0.034
lage_wolken,-0.139
gouden_sieraden,-0.008
warm_model,0.064
spannend_weer,0.051
groot_gebouw,0.040
gouden_uur,0.123
mooi_hotel,0.252
historische_markt,0.035
kleine_familie,-0.078
romantische_stad,0.414
lege_dozen,0.070
modern_schilderij,0.018
lege_flessen,0.070
oude_museum,0.021
grote_bos,0.040
oude_racefiets,0.029
zieke_kinderen,-0.232
oude_gevel,0.043
oude_sokken,0.021
mooi_zomerweer,0.318
historische_haven,0.035
historisch_dieselmaterieel,0.047
koninklijk_huis,0.029
holle_boom,-0.083
dove_man,-0.445
ogen_dicht,-0.141
hoge_raad,0.025
oude_dames,0.021
zonnige_lentedag,0.173
roestig_detail,0.050
zoet_gebak,0.070
warm_licht,0.060
koninklijk_kasteel,0.029
leeg_glas,0.070
sterk_verhaal,0.003
donkere_ruimte,-0.124
gezellige_dag,0.512
mooie_rooie,0.488
historische_panden,0.035
oude_volvo,0.021
lelijke_eend,-0.340
oude_steen,0.021
juridisch_advies,0.006
lief_meisje,0.392
stille_nacht,-0.062
grauwe_gans,-0.271
medisch_centrum,0.017
gewonnen_prijs,1.282
oude_geschiedenis,-0.004
gouden_zonsondergang,0.123
dubbele_tuindeuren,-0.013
populaire_muziek,0.661
koninklijke_opera,0.029
jonge_moeder,0.009
klein_baby,-0.156
oude_kleding,0.021
gekke_bui,-0.002
nationale_rouwdag,-0.191
oude_architectuur,-0.004
vast_park,-0.213
grote_zon,0.049
grote_boot,0.023
wilde_boskat,-0.094
dik_ijs,-0.001
oude_lijn,0.043
open_haven,-0.053
oude_gebouw,0.021
super_serie,0.297
dom_bos,-0.125
grote_staat,0.040
open_trap,-0.053
plastic_monster,0.083
fiere_margriet,0.160
bekende_mensen,0.070
prachtige_tuin,0.488
open_mond,-0.053
beste_vriendin,0.828
oude_auto,0.021
hoge_rielen,0.025
grote_bomen,0.040
koude_lucht,-0.091
extreme_rust,-0.004
koninklijk_circus,0.059
koude_winters,-0.091
open_deur,-0.053
sexy_land,0.446
beschutte_werkplaats,-0.375
wakker_dier,0.078
oude_markt,0.021
toekomstige_ouders,0.004
open_markt,-0.053
autonome_regio,0.042
lange_voorhout,-0.021
heilige_geest,0.164
grote_klok,0.023
mooie_man,0.978
oude_damesfiets,0.029
industrieel_erfgoed,0.082
warm_water,0.037
sexy_auto,0.446
mooi_meisje,0.480
serene_stilte,-0.078
mooi_plein,0.479
open_podium,-0.106
gouden_tijden,0.372
oud_geld,0.021
grote_groepen,0.040
oude_mensen,0.021
natuurlijke_grondstoffen,-0.026
seksueel_geweld,0.068
vrijstaand_huis,-0.043
mooie_huizen,0.488
dode_plant,-0.727
dikke_mensen,0.099
kalm_water,0.206
jonge_jury,0.009
ronde_molen,0.024
oud_materieel,0.021
open_landschap,-0.122
levend_kunstwerk,0.051
super_stadium,0.602
mooi_huis,0.252
modern_landschap,0.037
heilige_familie,0.062
verwoeste_stad,-0.088
elektrisch_treinstel,-0.055
magische_ervaring,-0.031
apart_licht,-0.125
gouden_medaille,-0.004
lieve_vrouwekerk,0.252
klein_model,-0.156
gewoon_fluweelpootje,0.349
leuk_effect,0.503
goed_gedrag,0.721
rare_graffiti,-0.021
prachtig_natuurgebied,0.527
grote_borsten,0.023
lekker_fruit,0.164
gewone_pad,-0.041
historisch_gebouw,0.035
gereformeerde_kerk,0.031
goede_verwachting,0.514
historische_gevel,0.070
hele_dagen,0.035
oude_hijskraan,0.071
tropische_vis,-0.021
gewone_vogelmelk,0.004
koninklijke_hoogheid,0.106
beschilderde_auto,-0.010
kapotte_schoenen,-0.030
frisse_ideeen,-0.052
losse_locomotief,-0.007
natte_voeten,-0.002
laatste_keer,-0.068
historische_binnenstad,0.035
hedendaagse_gebouwen,0.003
hele_man,0.114
gouden_ogen,0.435
joods_historisch,0.035
open_ruimte,-0.108
koninklijk_paleis,0.029
onbekende_soldaat,-0.240
laatste_daglicht,-0.068
grote_beer,0.023
koud_weer,-0.216
snelle_willem,0.004
grote_mensen,0.115
dikke_vrouw,0.099
barok_kerk,-0.011
industriÃ«le_automatisering,0.039
vrolijk_huis,0.238
modern_bouwen,0.018
mooie_meisjes,0.488
dubbele_nationaliteit,0.031
mooie_zomer,0.488
grote_kathedraal,0.260
lange_jansstraat,-0.021
oude_stadhuis,0.029
klassieke_tram,0.039
mooie_kat,0.977
goede_raad,0.228
kleine_gans,-0.132
getrokken_materieel,0.042
oud_papier,0.021
oude_haven,0.021
mooi_park,0.238
industrieel_monument,0.083
rijdende_trein,0.065
leuk_kado,0.539
oude_vriend,0.059
dikke_vrienden,0.029
bosrijke_omgeving,-0.031
gemeentelijk_vervoersbedrijf,0.005
grote_kinderen,0.023
licht_effect,-0.037
traditionele_media,0.062
tropische_bomen,-0.021
verborgen_landschap,-0.292
sexy_dame,0.896
speciaal_vervoer,0.021
open_licht,-0.106
lange_rust,-0.042
blije_vogels,0.199
lange_paal,-0.048
warm_bad,0.017
sociale_werkplaatsen,-0.375
warme_chocolademelk,0.017
kleine_zelfstandige,-0.187
lekker_smullen,0.547
gewone_kameleonspin,0.009
oud_water,0.046
lange_tunnel,-0.021
spectaculaire_actie,0.052
heerlijk_ontbijt,0.266
zeldzame_huisdierrassen,-0.059
blije_man,0.399
betaald_voetbal,0.006
gouden_duinen,0.123
historische_stad,0.035
mooie_tuin,0.488
oude_fiets,0.021
natte_neus,-0.003
beste_man,0.813
kleiner_park,-0.008
kleine_haven,-0.078
creatieve_stad,0.035
rustig_strand,0.068
